,0
1353,4995.2724149810365
1354,5000.965916380056
1355,4992.0118807529
1356,5003.552147599942
1357,5012.335381061759
1358,4989.3522333827
1359,4985.794272756166
1360,5035.050586406654
1361,5013.693595143048
1362,5011.6379605977745
1363,5019.863900596915
1364,5004.828000136179
1365,5009.000294559457
1366,5019.285040596902
1367,5025.626956840355
1368,5057.801491231789
1369,5038.129761433304
1370,5055.4327769612455
1371,5010.7809830317465
1372,4991.100570403297
1373,4961.669844807404
1374,4952.894374213706
1375,4817.66586316904
1376,4774.118808239842
1377,4843.0878765509
1378,4860.673610157952
1379,4901.416918458256
1380,4957.749974352381
1381,4990.82056876427
1382,5004.734595698229
1383,4983.1596512721435
1384,4970.422409933057
1385,5049.538689544134
1386,5016.151039648409
1387,5005.997844416273
1388,5010.94718185881
1389,4999.513957763772
1390,5007.710787057741
1391,4993.847978913075
1392,4989.5920700848965
1393,4989.066071139921
1394,5008.681780259869
1395,5026.340602235218
1396,5059.653255928638
1397,5058.615780309352
1398,5056.077701120369
1399,5030.4986026785
1400,5012.298381484789
1401,4991.491129317231
1402,4969.815945470746
1403,4966.592758414274
1404,5008.884347140114
1405,5005.004618636978
1406,4998.337721985647
1407,5003.289167616856
1408,5035.050586406654
1409,5025.033324725907
1410,5024.684479368508
1411,5033.241767869138
1412,5039.779023270995
1413,5051.3831978457
1414,5056.077701120369
1415,5024.696701835299
1416,5032.239310425002
1417,5010.7809830317465
1418,5046.859184465382
1419,5057.153044647408
1420,5057.153044647408
1421,5057.967904090163
1422,5051.802814696416
1423,5064.027372498087
1424,5067.293812226894
1425,5072.818879178387
1426,5065.3375303585135
1427,5056.176931265865
1428,5020.672507156702
1429,5030.358260715044
1430,5028.258685447089
1431,5057.800920866597
1432,5078.627056771694
1433,5097.417401269989
1434,5104.841474070794
1435,5089.667242034461
1436,5097.037702857253
1437,5097.9746435644665
1438,5105.859886327654
1439,5089.645651358366
1440,5092.564772803568
1441,5105.724802799994
1442,5097.037702857253
1443,5097.471013248002
1444,5086.004289736474
1445,5072.818879178387
1446,5051.413526506339
1447,5076.344659023234
1448,5064.7076872142325
1449,5063.527788667934
1450,5070.965126353517
1451,5058.006687812706
1452,5035.431592708285
1453,5035.431592708285
1454,5035.431592708285
1455,5034.799666612723
1456,5034.818904867331
1457,5064.868652686077
1458,5069.713561556028
1459,5076.493198703396
1460,5057.221704099646
1461,5063.061107131584
1462,5066.963387804228
1463,5066.256336607607
1464,5075.176714183011
1465,5070.94085283123
1466,5072.85445819827
1467,5078.124025311775
1468,5063.527788667934
1469,5083.29254044188
1470,5071.757154465735
1471,5072.871450288403
1472,5062.414479779901
1473,5062.103907464788
1474,5067.778247246982
1475,5066.130136396001
1476,5061.289048022033
1477,5056.08029591899
1478,5024.788148303489
1479,5027.270857240274
1480,5024.424873907478
1481,5023.463938557439
1482,5011.5438918155105
1483,5022.173131768464
1484,5044.26124686006
1485,5059.47416994969
1486,5062.082546916149
1487,5069.396576124807
1488,5079.600934506947
1489,5103.626458075163
1490,5096.5189239738
1491,5069.4544368956895
1492,5079.131354564087
1493,5107.0075458077845
1494,5072.7707426870575
1495,5067.802177093938
1496,5065.908333247669
1497,5071.449614756906
1498,5037.4737231868185
1499,5066.649500414799
1500,5062.885860158588
1501,5067.093806933668
1502,5067.802177093938
1503,5067.082653853343
1504,5067.526505932863
1505,5067.082653853343
1506,5066.711646490108
1507,5067.082653853343
1508,5067.082653853343
1509,5066.711646490108
1510,5068.074836170791
1511,5067.007110505954
1512,5068.074836170791
1513,5069.744463763043
1514,5067.507682821322
1515,5072.619708974285
1516,5068.793922642763
1517,5068.793922642763
1518,5069.744463763043
1519,5068.793922642763
1520,5072.619708974285
1521,5077.937891343678
1522,5080.81667422309
1523,5080.606895094743
1524,5092.782337561547
1525,5086.7389065308935
1526,5081.607928834118
1527,5067.7261969779265
1528,5077.689036908272
1529,5073.314920338823
1530,5072.500060896068
1531,5047.011257424241
1532,5059.7031734576185
1533,5074.343696362527
1534,5038.7163175857695
1535,5058.000554093621
1536,5074.19814431906
1537,5072.500060896068
1538,5059.905920664671
1539,5086.514551353548
1540,5080.606895094743
1541,5082.142203501463
1542,5087.601117345086
1543,5082.142203501463
1544,5080.334762741555
1545,5075.658406188465
1546,5050.946411504622
1547,5046.068086724526
1548,5015.994140060928
1549,5053.83543627296
1550,5059.7031734576185
1551,5074.818097818059
1552,5072.271629865547
1553,5081.632177927485
1554,5105.823852699206
1555,5110.071410617502
1556,5109.7161233898905
1557,5114.369310658865
1558,5104.291839198884
1559,5108.730662880671
1560,5105.608888936439
1561,5099.11150280833
1562,5099.11150280833
1563,5086.514551353548
1564,5086.514551353548
1565,5091.314665695654
1566,5102.876857901093
1567,5088.299572054761
1568,5084.405898114659
1569,5076.915823675359
1570,5067.163080258615
1571,5061.439922166767
1572,5076.100964232605
1573,5076.915823675359
1574,5081.289940244809
1575,5091.568541360858
1576,5089.864811958281
1577,5089.864811958281
1578,5089.864811958281
1579,5076.100964232605
1580,5076.100964232605
1581,5076.100964232605
1582,5086.109627517235
1583,5083.6243626290125
1584,5086.109627517235
1585,5086.02123402689
1586,5105.092179165172
1587,5104.465162884415
1588,5104.874080316144
1589,5114.839542695431
1590,5115.2046450737935
1591,5123.175576494572
1592,5113.878483317872
1593,5116.796614633227
1594,5114.02099271404
1595,5108.683848163864
1596,5114.277448353004
1597,5114.158526648059
1598,5113.959954867519
1599,5113.959954867519
1600,5119.6342946497125
1601,5108.683848163864
1602,5109.568360031225
1603,5115.42389913558
1604,5109.001341649349
1605,5125.082953869128
1606,5109.721838161767
1607,5123.235091046393
1608,5126.32896003837
1609,5121.955789424821
1610,5115.913793180194
1611,5126.84108426494
1612,5126.6359073951435
1613,5123.941616198074
1614,5126.438405720392
1615,5113.729869397502
1616,5114.438239557771
1617,5113.729869397502
1618,5124.558079941484
1619,5112.414051036294
1620,5119.928855487135
1621,5123.024446257568
1622,5124.262094426431
1623,5125.343706597994
1624,5123.024446257568
1625,5126.173415853716
1626,5115.503950747292
1627,5112.088676182531
1628,5114.466950066602
1629,5105.839183680411
1630,5109.037265965004
1631,5109.037265965004
1632,5119.345418398771
1633,5110.604597196861
1634,5110.604597196861
1635,5119.345418398771
1636,5109.9567209776715
1637,5117.778087166914
1638,5117.778087166914
1639,5118.949180735276
1640,5124.62352051747
1641,5124.62352051747
1642,5117.778087166914
1643,5118.949180735276
1644,5119.51297130024
1645,5128.074694683584
1646,5129.490491227702
1647,5128.0093104518155
1648,5128.553352541683
1649,5128.81492022782
1650,5116.282272803839
1651,5117.31264107167
1652,5116.884973171576
1653,5119.51297130024
1654,5128.049293189457
1655,5131.133144373688
1656,5127.131557889135
1657,5114.784443552087
1658,5118.949180735276
1659,5118.949180735276
1660,5121.36720384025
1661,5126.438405720392
1662,5112.199025241185
1663,5116.038929771129
1664,5117.749906746974
1665,5123.2587218453655
1666,5117.554862677725
1667,5108.683848163864
1668,5098.276711389789
1669,5098.457910711949
1670,5100.816265795704
1671,5101.444903760284
1672,5103.8231776443545
1673,5112.425407922626
1674,5109.885853516711
1675,5118.170467736272
1676,5125.169755509089
1677,5124.344396194607
1678,5124.604997673918
1679,5122.984658549076
1680,5123.757230474602
1681,5124.2434258200965
1682,5128.614094256331
1683,5125.977235456739
1684,5124.582292572859
1685,5131.612426227889
1686,5127.959846849121
1687,5128.272823481561
1688,5124.83422591568
1689,5128.272823481561
1690,5128.691979471415
1691,5123.066703267295
1692,5122.232537210413
1693,5111.613709637617
1694,5100.967873763563
1695,5046.20931237028
1696,5032.164992189242
1697,5018.352928203296
1698,5027.369114103409
1699,5030.449182874113
1700,5026.208781955503
1701,5039.088204866778
1702,5041.6172807479215
1703,5042.035312797588
1704,5033.064747255144
1705,5029.463810765525
1706,5031.9648538027795
1707,5031.961995734346
1708,5016.135841164707
1709,5018.103140396423
1710,5016.178795117035
1711,5026.208781955503
1712,5032.353882144965
1713,5033.064747255144
1714,5044.903670450955
1715,5041.6172807479215
1716,5038.613663534009
1717,5028.4737667049985
1718,5034.757179195737
1719,5030.548922063506
1720,5031.041182205843
1721,5047.469627029451
1722,5049.656188232439
1723,5038.813605157441
1724,5041.535533631125
1725,5041.535533631125
1726,5039.712235683714
1727,5050.861960748037
1728,5050.861960748037
1729,5032.164992189242
1730,5033.988290136653
1731,5036.801799258648
1732,5047.804835433675
1733,5049.243792140624
1734,5089.5459163036285
1735,5095.57192466535
1736,5093.361683810659
1737,5106.632751927566
1738,5108.606235069536
1739,5105.17833169482
1740,5106.094022316813
1741,5116.035801945638
1742,5108.606235069536
1743,5099.507203665719
1744,5096.872334858936
1745,5061.292679343916
1746,5096.872334858936
1747,5087.6768097141785
1748,5096.872334858936
1749,5099.507203665719
1750,5087.6768097141785
1751,5076.006707931884
1752,5099.507203665719
1753,5099.931052227961
1754,5046.386056326373
1755,5054.244345123458
1756,5031.075460161087
1757,5017.145406765897
1758,5010.631741648425
1759,5005.8423494270555
1760,5005.239408472011
1761,4986.9282978982355
1762,4986.928616937224
1763,4987.678204261634
1764,4995.778370322156
1765,4988.788744454334
1766,5003.502631117964
1767,5016.5122103412195
1768,5010.631741648425
1769,5016.280599022061
1770,5018.152279628213
1771,5031.919778080184
1772,5092.546824367904
1773,5089.922911922039
1774,5076.774447086039
1775,5081.468208868555
1776,5111.668631607323
1777,5106.687673897271
1778,5098.221633089464
1779,5077.098451437192
1780,5029.667015076452
1781,5042.644312008663
1782,5066.711031984109
1783,5071.105867324139
1784,5130.815238673857
1785,5130.621637613148
1786,5102.6847425240485
1787,5164.704648923852
1788,5190.133215671761
1789,5216.148939639439
1790,5190.133215671761
1791,5130.815238673857
1792,5087.724953013135
1793,5203.808373394974
1794,5246.219154032515
1795,5136.148771435052
1796,5172.2393267236885
1797,5207.166072391808
1798,5238.8356918295085
1799,5232.5946391397165
1800,5297.3739728932915
1801,5304.185912966446
1802,5243.685710550757
1803,5309.731212973515
1804,5317.153971232898
1805,5328.355558201523
1806,5338.412764307294
1807,5338.412764307294
1808,5331.025922169303
1809,5328.088942877343
1810,5344.287900296094
